Date / Time,City,State,Shape,Duration,Summary,Posted
3/04/2020 5:15,Ames,IA,Light,3 minutes,"11 lights in a row traveling 3-4 times as fast as aircraft without any sound. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/04/2020 5:10,Brooklyn Center,,Light,40 minutes,Went out in the morning and looked up in into north east sky and saw a string of multiple lights. Heading NE ((Spacelink satellites)),5/01/2020
3/04/2020 4:45,Rochester,NH,Light,10 minutes,"organized and controled group of oribtal objects, extream altiude no lights they just looked like stars..((""Starlink"" satellites??))",4/09/2020
3/04/2020 1:45,Lancaster,PA,Cigar,15,I had trouble sleeping so I went outside for a cigarette. I looked up and saw what I first thought was a star. But it was moving oddly.,4/09/2020
3/04/2020,Lawrenceburg,KY,Circle,15 minutes,((NUFORC Note: No data provided by witness. PD)),6/25/20
3/03/2020 23:15,Congers,NY,Other,6 seconds,Possible Time Machine.,5/01/2020
3/03/2020 22:28,Daly City,CA,Light,5 seconds,"I stepped outside, & saw a light move faster than any satellite I've ever seen move east to west under the moon and disappear.",4/09/2020
3/03/2020 22:00,Scotrun,PA,Cigar,3-5 minutes,Two Cigar/pill shaped UFOs emitting blue light were spotted over the Pocono Mountains and disappeared into thin air.,4/09/2020
3/03/2020 21:00,Stillwater,MN,Light,20 minutes,Hot air balloon-esque lights moving slowly,4/09/2020
3/03/2020 21:00,Necedah,WI,Circle,20+ minutes,"There was two bight white lights and were intertwining each other. There was also blue, green and red light going in between them. One",5/01/2020
3/03/2020 21:00,Bohmte (Germany),,,20 minutes,"Thea came From the East heading West and went dark in the Earths shadow. ((""Spacelink"" satellites??))((anonymous report))",4/09/2020
3/03/2020 20:30,Chandler,AZ,Circle,~1 hour,2 blue spinning orb like objects (with a nucleus) moving across sky.,4/09/2020
3/03/2020 19:40,Hudson,CO,Chevron,2 minutes,Object noticed 100-200 feet in altitude moving from SW sky to NE sky. Wingspan appeared 50 feet across.,4/09/2020
3/03/2020 19:20,Nashville (Whites Creek),TN,Sphere,20 minutes,While traveling N on Briley pky seen craft/ object directly above the Cumberland River.,4/09/2020
3/03/2020 19:15,Mount Olivet,KY,Formation,1 minute,Orange circular objects glowing very brightly for 4-5 seconds then fading out . ((anonymous)),4/09/2020
3/03/2020 19:00,Wichita,KS,Circle,2 minutes,I was headed East on West Central when I looked in my rearview mirror in the sky was a red ball falling. Then a smaller red ball broke,5/01/2020
3/03/2020 17:48,Carlisle,PA,Circle,3 minutes,"Shiny, small, non-moving object in sky on a clear late afternoon. ((NUFORC Note: Venus is in the western sky.",4/09/2020
3/03/2020 16:54,West Chazy,NY,,,MADAR Node 65,4/09/2020
3/03/2020 16:45,Hampton,VA,Other,Few minutes,I didn't think about recording because at that time I honestly was looking not thinking About recording i couldn't believe it.,5/15/20
3/03/2020 9:30,Roanoke,VA,Cigar,15 seconds,Large cigar shaped craft hovering motionless over a mountain near Spring Hollow Reservoir.,4/09/2020
3/03/2020 6:00,Adrian,MI,Circle,~5 minutes,"Many circular objects moving fast frm NNW to NNE, random groups and spacing and no sound. ((""Starlink"" satellites??))",4/09/2020
3/03/2020 6:00,Au Train,MI,Light,5-10 minutes,"Lights showing up in a row one after another and following in a row. ((""Starlink satellites??))",4/09/2020
3/03/2020 5:00,Lincoln,NE,Light,3 minutes,"23 lights in the early morning sky today. ((""Starlink satellites??))",4/09/2020
3/03/2020 5:00,Deforest,WI,Light,2-3 minutes,"One long string of bright lights. ((""Starlink satellites??))",4/09/2020
3/02/2020 22:30,Georgetown,KY,Disk,2 minutes,3 small saucers follow 2 meters overhead in triangle formation,6/25/20
3/02/2020 22:00,Auburndale,FL,Circle,Still occuring,Am I being revisited by aliens from my very young childhood?,5/07/2020
3/02/2020 21:20,Holland,MI,Light,2 minutes,"Massive yellow light hovering above airport, almost like a spotlight. with two smaller lights on either side. Did not look like an a/c.",4/09/2020
3/02/2020 20:15,Jersey City,NJ,Light,~30 minutes,"Bright light surrounded by small lights, all change color and move in an strange manner.",4/09/2020
3/02/2020 20:00,Phillipsburg,NJ,Cylinder,,Lauren Dr Phillipsburg Nj just getting done with a Job outside filling work order . The ski was a dark blue still a little light in the,6/25/20
3/02/2020 19:45,Stevens Point,WI,Triangle,10 minutes,3 white lights in triangle or arc shape flying low,4/09/2020
3/02/2020 19:30,Maiden,NC,Sphere,3 hours,Orange bright orb in NW Sky above Maiden NC Every Night moving erratically - ongoing. ((NUFORC Note: Probably Venus?? PD)),4/09/2020
3/02/2020 19:30,Indore (India),,,60 seconds,Seen two bright spot the size of a little star moving very fast one followed by another and then disappeared deep in space.,4/09/2020
3/02/2020 18:50,Lakeside,CA,Changing,19:10,Bright light with shifting shapes. At times had chevrons emanating slowly changing to ball of light with a ball of red appearing at the,4/09/2020
3/02/2020 18:37,Carroll,OH,,,MADAR Node 89,4/09/2020
3/02/2020 17:30,Olathe,KS,Light,2 minutes,15-20 individual circular bright white orb shapes of light moving in a uniform line across the sky. ((anonymous)),4/09/2020
3/02/2020 16:40,Salt Lake City,UT,Other,20 seconds,((HOAX??)) Panther-shaped object died in distance. ((anonymous)),4/09/2020
3/02/2020 11:45,Othello,WA,Other,10 minutes,"I was pruning my orchard, when a fighter jet kept banking seeming to chase a reflective object in the sky. The pilot appeared to keep b",4/09/2020
3/02/2020 5:47,Butler,PA,Light,2 minutes,"Viewed 3 white lights in the shape of triangle at a high altitude moving from the SW to NE. ((""Starlink satellites??))",4/09/2020
3/02/2020 5:45,Madras,OR,Formation,5 minutes,"Line of 27 or more white lights traveling across sky. ((""Starlink satellites??))",4/09/2020
3/02/2020 5:45,Gasquet,CA,Light,4 minutes,"24 objects seen in early morning sky flying in tandem at high speed. ((""Starlink satellites??))",4/09/2020
3/02/2020 5:25,Chubbuck,ID,Chevron,30 seconds,5 lights in formation moving fast.,4/09/2020
3/02/2020 5:25,Harrisville,UT,Formation,8-10 seconds,"Moving Formation. ((""Starlink satellites??)) ((anonymous))",4/09/2020
3/02/2020 4:55,Sheboygan,WI,Formation,15 seconds,My husband and I were walking the dogs 4:55am looked in the sky to the east towards lake Michigan saw 6 bright lights in a diagonal for,4/09/2020
3/02/2020 4:45,Andover,IL,Sphere,10 minutes approx,I viewed 50 to 60 orbs dropping out of a hole in the sky and moving northeast from my location.,12/23/20
3/02/2020 4:01,Helena,MT,,,MADAR Node 128,4/09/2020
3/02/2020 2:18,Grand Junction,CO,,,MADAR Node 75,4/09/2020
3/02/2020 1:15,Killeen,TX,Other,20 minutes,I saw an object on the ground that was origami in shape and moved like a robot. It was very bright in color with red and orange hues a,6/25/20
3/02/2020 0:00,Saint Francis,ME,Light,>30 minutes,"Night sky, few stars, it looks nothing like a planet. Colorful lights (blinking on and off), ((NUFORC Note: Sirius or Venus?? PD))",4/09/2020
3/02/2020,Durango,CO,Light,5 minutes,"Thought I saw falling stars at first but they just kept coming and moving in a straight line to NE((""Starlink"" satellites??))((anon))",4/09/2020
3/01/2020 23:00,Berlin Boro,NJ,Formation,3 minutes,"They looked like stars moving or satellites in a single line formation around 5:30 am east coast. ((""Starlink satellites??))",4/09/2020
3/01/2020 22:44,Ellsworth,ME,Other,,I stepped outside around 10:20pm to smoke. While out there I kept my eyes fixed on a star like light because I was trying to pick up an,4/09/2020
3/01/2020 22:30,Burlington,VT,Triangle,10 seconds,"I noticed several small white lights, all in equal luminosity. ((""Starlink satellites??))",4/09/2020
3/01/2020 21:30,Chiloquin,OR,Other,3 hours,1st object looked like a Christmas tree red/green solid lights. 2nd object looked like a drone all white lights. ((anonymous)),4/09/2020
3/01/2020 21:00,Cumming,GA,Sphere,8 minutes,I emailed local newspaper....copied and paste what I emailed paper.So far newspaper has not responded to my email. I do want to cl,4/09/2020
3/01/2020 20:30,Tonopah,AZ,Triangle,15-20 minutes,Lights Observed Over Nuclear Generating Station,5/20/21
3/01/2020 20:15,Grand Rapids,MN,Light,15 minutes,A line of lights traveling across the sky from SW-NE. ((Spacelink satellites)),5/01/2020
3/01/2020 19:00,Queen Creek,AZ,Fireball,2 minutes,"Unidentified balls of light flying over Queen Creek, AZ that were not meteorites or planes.",4/09/2020
3/01/2020 19:00,Hawthorne,NJ,Unknown,5 minutes,FLYING OBJECTS.,5/01/2020
3/01/2020 11:59,Staten Island,NY,Sphere,1 hour,"It was in the sky away from any buildings or light, I have seen it from my balcony I am on the top floor. I have seen one, it would van",4/09/2020
3/01/2020 11:00,Tampa,FL,Cigar,3 hours,"Driving from Orlando to Tampa ,closely to seffner, 3 UFO look like sigars moving left and right, one hour later another one in Tampa ar",6/25/20
3/01/2020 11:00,Indianola,IA,Triangle,4 minutes,Two orange glowing triangular planes started flying towards my house. Flew very low and slow. Could only hear a soft purr of an engine.,4/09/2020
3/01/2020 9:00,Idaho Falls,ID,Circle,36 seconds,I walked outside smoke a cigarette I looked up and seen an orange sphere I grabbed my phone and recorded a video it looked like it had,4/09/2020
3/01/2020 6:47,Manchester,CT,,,MADAR Node 151,4/09/2020
3/01/2020 5:49,Medicine Park,,Sphere,30-50 seconds,"Several light traveling in formation from S to N followed by two large stationary lights. ((""Starlink satellites??))",4/09/2020
3/01/2020 5:47,Valley City,ND,,,MADAR Node 93,4/09/2020
3/01/2020 5:45,Stewartstown,PA,Other,2 minutes,Zigzag UFO Trails Space X and Becomes a Star in Sky,4/09/2020
3/01/2020 5:40,Tenafly,NJ,Formation,2 minutes,"12 starlights were moving in formation from SW-NE direction. ((""Starlink satellites??))",4/09/2020
3/01/2020 5:37,Pocomoke City,MD,Light,2 minutes,"25 Lights in Night Sky in Formation, with Some in Echelon. ((""Starlink satellites??))",4/09/2020
3/01/2020 5:31,Asheville,NC,Formation,12 minutes,"formation ((""Starlink satellites??))",4/09/2020
3/01/2020 5:30,Bethany Beach,DE,Other,45 seconds,"Observed a long line of objects moving at very high rate of speed and making no sound. ((""Starlink satellites??))",4/09/2020
3/01/2020 5:30,Norris,TN,Formation,10 minutes,"A straight line of 10 objects near constellation Cygnus, bright as Deneb moving north of east, ((""Starlink satellites??))",4/09/2020
3/01/2020 5:20,Pine Grove,PA,Formation,15 minutes,"We Never seen anything like this in our nearly 60 years. ((""Starlink"" satellites??))",4/09/2020
3/01/2020 5:00,Winchester,OH,Circle,10 minutes,"I saw a line of stars or round objects moving southeast. Grouped as two stars or one but spaced unevenly. ((""Starlink satellites??))",4/09/2020
3/01/2020 4:00,Clinton,TN,Light,6 minutes,"Lights in sky lined up in formation disappeared in distance. ((""Starlink satellites??))",4/09/2020
3/01/2020 4:00,Massey (Canada),ON,Circle,2 hours,"March 1st, 2020, 4am - 6am; I watched a bright slow-moving object do a reverse and ascend to a spot where it was engaged in something.",4/09/2020
3/01/2020 1:26,Clarksville,TN,,,MADAR Node 138,4/09/2020
2/12/2020 21:30,Somerton,AZ,Circle,several hours,Flashing Red & Green Object over Airport - hovers for several hours,2/13/20
2/12/2020 21:00,Orem,UT,Light,15 minutes,"Very bright white light, motionless in western Utah night sky, sat still for 15 minutes then vanished in a blink of an eye.",2/13/20
2/12/2020 18:30,Driggs,ID,Changing,30 minutes,Extremely bright strange lights changing shape multiple times,2/13/20
2/12/2020 17:55,Mountain Home/Glenns Ferry (between),ID,Light,20,"My wife and I were driving home from Mountain Home, and we had noticed these two yellowish-golden lights hovering in the southern sky o",2/25/20
2/12/2020 16:30,Ellenton,FL,Sphere,2 seconds MAX,this was a round abject. It was traveling due north. I was watching a jet fly east when I noticed this ball traveling at a very fast sp,2/13/20
2/12/2020 13:00,San Diego,CA,,15 seconds,Straight projection upward at a very high rate of speed leaving a white snail trail behind.,2/13/20
2/12/2020 8:00,Lakewood,CO,Sphere,23 seconds,"Two (2) spherical objects hovering near homes in Lakewood, CO",2/13/20
2/12/2020 6:03,Telford (UK/England),WA,Other,6 minutes,"In total in one straight line with the same distance between them. ((""Starlink"" satellites??))",2/13/20
2/12/2020 5:40,St. Joseph,MI,Light,Instant,Bright white/blue light lit up beach miles away,5/15/20
2/12/2020 1:55,Dexter,MI,Disk,4 seconds,I was driving home from work just before two am today. I was driving on north territorial driving west bound just before Toma road. Th,2/13/20
2/12/2020 1:30,Groveland,MA,Oval,5-10 seconds,An orange glowing discus shaped object over Groveland,2/13/20
2/12/2020 1:00,St. Marys,KS,Formation,5 minutes,The formation of lights in the sky was moving i. An add fashion and accompanied by these noises as if it were producing very loud sound,2/13/20
2/12/2020 0:56,Cambridge,OH,,,MADAR Node 137,4/09/2020
2/11/2020 21:30,Auckland (New Zealand),,Light,60 seconds,"4 flying lights in a perfect line, equidistant from each other. ((""Starlink"" satellites??))((anonymous report))",2/13/20
2/11/2020 20:30,Tomah,WI,Light,5 seconds,Just over horizon looking east saw huge yellow star like light then on second later second light appeared horizontal to first then one,2/13/20
2/11/2020 19:30,San Francisco,CA,Egg,>30 minutes,Weird bright and big orb that had large spikes and was larger than a star and higher up than any plane,2/13/20
2/11/2020 19:30,Janesville,WI,Sphere,3 minutes,"02/11/20 19:30 Janesville, Wisconsin 5 orange spheres maneuvering in the night sky then disappeared.",2/13/20
2/11/2020 19:20,Red Granite,WI,Rectangle,2 minutes,Square craft with many lights,2/13/20
2/11/2020 18:03,Montreal (Canada),QC,Oval,1-3 minutes,Strange light appeared in the night sky at 6:03 pm. The sun goes down at 4:20. It was like a glowing streak of light . You could see cl,2/13/20
2/11/2020 6:05,Boise,ID,Light,~90 seconds,A straight line formation of lights traveling northeast,2/13/20
2/11/2020 6:01,Carroll,OH,,,MADAR Node 80,4/09/2020
2/11/2020 6:00,Snow Hill,NC,Sphere,2 minutes,"Out looking at the moon with friend, sun rises in East faint glow of daylight, full moon beginning to set west, few high level clouds b",2/13/20
2/11/2020 0:25,Mt. Vernon,IN,,,MADAR Node 119,4/09/2020
2/10/2020 22:07,Puyallup,WA,Other,5-10 seconds,"An orange glowing orb falling from the sky, gave off an uneasy feeling of being watched. My one cat ran out of the room as soon as she",2/13/20
2/10/2020 22:00,Holden,MA,,,MADAR Node 71,4/09/2020
2/10/2020 22:00,Clearlake,CA,Unknown,150 minutes,"Multiple crafts seen over Clearlake, seen descending to Mt. Konocti",2/13/20
2/10/2020 21:24,Calaveras County,CA,Light,2 seconds,"Large, round, bright white light rapidly ascended and disappeared in seconds, without decreasing size, into clear night sky.",2/13/20
2/10/2020 21:15,River Vale,NJ,,,MADAR Node 146,4/09/2020
2/10/2020 20:30,Epping,NH,Triangle,10 minutes,"Noticed a bright orange star near the moon, the light became 2 lights as it came closer, then a 3rd light appeared in back, it then flo",2/13/20
