Date / Time,City,State,Shape,Duration,Summary,Posted
5/03/2020 13:30,DeSoto,KS,Cigar,3 minutes,"Cigar-shaped metallic object hovering north of DeSoto, KS in broad daylight",6/25/20
5/03/2020 5:00,Alamosa,CO,Sphere,8 minutes,"15 orbs in single file, equal distance apart heading south east. ((Starlink satellites?))",6/25/20
5/03/2020 3:15,Panama City (beach),FL,Changing,50 MINUTES,"without binoculars it was bright and interesting. with binoculars, i started to see more than i wanted to see.",6/25/20
5/03/2020 3:05,Spokane,WA,Circle,10 seconds,The object was seen flying from a westerly direction to the southeast. A very bright strobe light came on then off for short burst thre,6/25/20
5/03/2020 3:00,Lincolnville,ME,Light,1.5 hours,"Half-hour long string of starlike orbs, one changed direction. ((Starlink satellites?))",6/25/20
5/03/2020 2:55,St. Peter,MN,,,MADAR Node 60,6/25/20
5/03/2020 1:30,Colorado Springs,CO,Cylinder,15 minutes,My husband and I were driving off Powers and saw 10 spheres flying together and then quickly breaking up the group into about 3 spheres,6/25/20
5/03/2020 0:50,Taos,NM,Light,10 minutes,There was a flash of light then approximately 30 seconds later another flashlight and after that several smaller lights appeared and tr,6/25/20
5/03/2020 0:25,Pueblo,CO,,,MADAR Node 83,6/25/20
5/02/2020 23:00,Key largo,FL,Circle,20 minutes,Multiple star like objects moving like ants in the sky. ((Starlink satellites?)),6/25/20
5/02/2020 22:50,Eagle Grove,IA,Light,5 seconds,Small light traversing entire night sky in seconds from South to North to Northeast,6/25/20
5/02/2020 22:45,Mapleton,PA,Triangle,30 minutes,Red green white blue pulsating lights. Moving East to west and north to south in an irregular pattern.,6/25/20
5/02/2020 22:20,Easley,SC,Disk,3 minutes,Saucer shaped object with 3 white lights in triangular pattern on the bottom. Seen by one person and her puppy,6/25/20
5/02/2020 22:15,Pinellas Park,FL,Other,Seconds,yellow/ gold dsah of light following a rounded object,6/25/20
5/02/2020 22:00,Lincoln,NE,Light,7 minutes,Saw 10-15 bright objects flying at very high altitude in a straight line formation headed northeast.,6/25/20
5/02/2020 22:00,Lincoln,NE,Light,7 minutes,Saw 10-15 bright objects miles between one another flying at very high altitude in a straight line formation headed northeast. (Already,6/25/20
5/02/2020 22:00,Chaska,MN,Circle,20-30 minutes,Glowing orange orbs disappearing and reappearing in the distance sky.,6/25/20
5/02/2020 22:00,Marinette,WI,Light,Approx 10 min,String of 17 lights even spaced moving w-e at same speed all heading to same larger light. ((Starlink satellites?)),6/25/20
5/02/2020 21:45,Medford,OR,Light,5 mintes,bright light to close for modern aircraft,6/25/20
5/02/2020 21:37,Augusta,GA,Triangle,2 minutes,"4 different color lights in the shape of a triangle flew by, at times it looked see through.",6/25/20
5/02/2020 21:30,Sparks,NV,Formation,30 minutes,Linear formation of white dots flying at high speed North East towards Pyramid Lake over Spanish Springs.,6/25/20
5/02/2020 21:30,South Williamsport,PA,Triangle,1 minute,"We saw an orange, glowing, triangular-shaped craft in Pennsylvania May 2, 2020.",6/25/20
5/02/2020 21:25,Oswego,IL,Sphere,3 minutes,Orange/ Yellow orb moving at a high rate of speed with no sound or trails behind it,6/25/20
5/02/2020 21:20,Orcutt,CA,Circle,5-10 minutes,12 to 14 white orbs traveling in linear formation over Central Coast. CA. ((Starlink satellites?)),6/25/20
5/02/2020 21:09,Cochiti Pueblo,NM,Unknown,Still present,Lights flashing from teal to red to white and making triangles and symmetrical lines across the sky while others fly,6/25/20
5/02/2020 21:00,Deming,NM,Light,appr. 7 minutes,"All total, I counted 15 aircraft flying in single file with no audible noise ((Starlink satellites?))",6/25/20
5/02/2020 21:00,Eudora,KS,Circle,1:12,11 ufos making an arrow shape flying across the sky. ((Starlink satellites?)),6/25/20
5/02/2020 21:00,Aztec,NM,Light,15:00,"15 lights traveling SW to NE, high altitude. ((Starlink satellites?))",6/25/20
5/02/2020 20:45,Los Lunas,NM,Other,10 minutes,Donut shaped object to the west of Los Lunas moving extremeley slow in a northward direction.,6/25/20
5/02/2020 20:30,Naperville,IL,Circle,7 minutes,"Spotted six, meteor-like objects in strange flight pattern half hour after sundown around the moon.",6/25/20
5/02/2020 19:45,Brick,NJ,Circle,5 minutes,Bright white light due north.,7/23/20
5/02/2020 17:00,Lewiston,ME,Circle,5 minutes,My two friends and I saw 3 white dots fade in and out of visibility that moved at fast speed in very close proximity to each other.,6/25/20
5/02/2020 13:05,Weaverville,NC,Rectangle,1-2 minutes,Aircraft with 3 unknown objects surrounding,6/25/20
5/02/2020 9:02,Santa Fe,NM,Unknown,50 seconds +\-,It was 9:03 PM and I was looking up and I saw what looked like a satellite going by and then I saw another one ((Starlink satellites?)),6/25/20
5/02/2020 9:00,Jamestown,RI,Circle,2+ hours,"10 to 15 orbs flying in same direction, one after the other never swaying from the path of the one in frony ((Starlink satellites?))",6/25/20
5/02/2020 8:45,Quincy,CA,Formation,2 minutes,"Form of 3 lights moving across the evening sky, one brighter than the rest. After about 2 minutes the two dimmer lights disappeared and",6/25/20
5/02/2020 7:00,Folcroft,PA,Circle,Unkown,Appeared to look like a bright star and quickly changed shapes. While recording a r in ng appeared around it and inside would change co,6/25/20
5/02/2020 5:02,Porterville,CA,Cylinder,3 minutes,"More than five aircraft single file going SSE west of Porterville, CA. ((Starlink satellites?))",6/25/20
5/02/2020 3:30,Storm Lake,IA,,10 minutes,"I was asleep in my bed around 1:00am. I had a dream regarding aliens. The more it went, the more real it became. I found myself “awake”",6/25/20
5/02/2020 3:15,Spokane,WA,Light,continuing,Recently we have been observing what looks like flying stars in the sky above our home. ((Starlink satellites?)),6/25/20
5/02/2020 2:00,Greensburg,IN,Disk,30 seconds,"Round saucer, Near Ground, Looks like color changing star from afar. Disappeared",6/25/20
5/01/2020 23:49,Longmont,CO,Circle,5 seconds,I was looking out my window late at night and I was staring into the sky and there was a tree in front of me but then I noticed a red c,6/25/20
5/01/2020 23:45,Saluda,NC,Light,2 hours,"At 11:45 pm a flashing object was noticed north from Saluda, NC. The object was flashing green, blue, red, orange and white in a seemin",6/25/20
5/01/2020 23:00,Penfield,NY,Changing,Approx 1 hour fifteen min,Strange light/object seen moving over one hour in time,6/25/20
5/01/2020 22:30,Hamilton (Canada),ON,Triangle,24 minutes,Strange orbs in the sky followed by an enormous boomerang shaped craft. ((Starlink satellites?)),6/25/20
5/01/2020 22:00,Dundalk (Canada),ON,Light,2 hours,multiple white lights flying in a slow almost orbiting pattern very high upon the sky,6/25/20
5/01/2020 22:00,Lockport,NY,Unknown,1 hour or so,Line of lights moving south East. ((Starlink satellites?)),6/25/20
5/01/2020 22:00,Bensalem,PA,Circle,8 minutes,"Bright spinning lights over Bensalem, PA",6/25/20
5/01/2020 22:00,Carolina Beach,NC,Sphere,20-30 minutes,Was with an off duty forefighter who got a call that there was a possible boat fire 11-17 miles off shore. We ran to the beach and saw,6/25/20
5/01/2020 21:45,London (Canada),ON,Sphere,45 minutes,"35-50 moving stars, majority moving NW to SE in a line. 6th sighting in 7 approx. weeks.",6/25/20
5/01/2020 21:24,Quincy,WA,Light,1 minute,The two of us were out after dark talking when he noted a bright orange light coming toward us just above the horizon from the SE. It,6/25/20
5/01/2020 21:15,Henderson,NV,Light,30 minutes,15-20 Lights in the sky traveling in pairs. ((Starlink satellites?)),6/25/20
5/01/2020 21:10,Rancho Santa Margarita,CA,Formation,2 minutes,"Seen a row of these lights going quietly thru the night sky, called another bystander to witness as well. ((Starlink satellites?))",6/25/20
5/01/2020 21:10,Oshawa (Canada),ON,Light,one hour +,Witnessed 65 + slow star like objects - first 3 separate directions ((Starlink satellites?)),6/25/20
5/01/2020 21:05,Phoenix,AZ,Light,3-4 minutes,Appeared as 9 satellites traveling on the same flight path 10 seconds apart. ((Starlink satellites?)),6/25/20
5/01/2020 21:02,Albuquerque,NM,Circle,2 minutes,Lights in sky changing directions,6/25/20
5/01/2020 21:00,Palos Heights,IL,Fireball,4 minutes,bright orange ball,6/25/20
5/01/2020 21:00,Sierra Vista,AZ,Light,5 minutes,"There were 9 desperate lights, not flashing or blinking moving from northwest to northeast. ((Starlink satellites?))",6/25/20
5/01/2020 21:00,Pomona,CA,Light,6 minutes,Caravan of lights moving NE that appear out of nowhere while others moved about as protection. ((Starlink satellites?)),6/25/20
5/01/2020 21:00,Los Angeles,CA,Triangle,1,Sighted at high altitude over North East Los Angeles. Appeared to be a triangle or chevron craft with five white lights. The craft move,6/25/20
5/01/2020 21:00,Port Huron,MI,Light,9 hours,On the night of 5/1/2020 at 9 pm me and my wife seen on our security cams in the front of our home a beam of light that looked like a s,6/25/20
5/01/2020 20:35,Waukesha,WI,Triangle,2-3 minutes,Triangle shaped spotted by Frame Park. Disappeared from sight after getting almost underneath in car. Thought was a plane before realiz,6/25/20
5/01/2020 20:12,Delray Beach,FL,Oval,8 min,Three bright lights followed by a stream of colored vapor.,6/25/20
5/01/2020 20:00,Topsail Island,NC,Circle,1 hour,"5 orange lights over the ocean, they would fade away and come back about every 15 minutes; 2, then 3, then 5.",6/25/20
5/01/2020 20:00,Las Vegas )South Summerlin),NV,Sphere,5 to 7 minutes,Many Spheres following each other. ((Starlink satellites?)),6/25/20
5/01/2020 20:00,Salome,AZ,Light,1 minute,2 sets of 3 bright orangish lights in a row above a foothill along the 10 freeway near the CA/AZ border,6/25/20
5/01/2020 18:40,Braddock,PA,Rectangle,4 minutes,There were two rectangle crafts one farther away than the other. Both moving at a slow pace and each craft had 4 semi see through line,6/25/20
5/01/2020 16:33,Northbrook,IL,,,MADAR Node 148,6/25/20
5/01/2020 16:00,Santa Cruz,CA,Cylinder,2 minutes,"Three rockets above Santa Cruz, no explanation",5/20/21
5/01/2020 10:30,Inver Grove,MN,Light,1 hour,First saw 3 lights star looking in formation then breaking of in random directions then saw multiple lights((Starlink satellites?)),6/25/20
5/01/2020 9:57,Northbrook,IL,,,MADAR Node 98,6/25/20
5/01/2020 9:50,Oak Ridge,NJ,Circle,17 minutes,Patterned High Altitude Fast Moving Lights Over 35! ((Starlink satellites?)),6/25/20
5/01/2020 9:45,Waterford,CT,Light,20,28 orbs appear evenly spaced then disappear just below the major. ((Starlink satellites?)),6/25/20
5/01/2020 9:00,New Haven,CT,Circle,20 minutes,First there was a white light change colors red blue orange green for about twenty minutes stayed in the same place then can’t explain,6/25/20
5/01/2020 8:30,Brownsville,WI,Unknown,5 minutes,"Craft hovered and then moved away at a high speed. The vehicle flashed red, white and green lights.",6/25/20
5/01/2020 7:00,Fort Oglethorpe,GA,Changing,30,"Past several weeks , looks as though this roundish distorting bright light is hanging out above my neighborhood. Usually it’s bright br",6/25/20
5/01/2020 6:49,North Saanich (Canada),BC,Light,3 minutes,Pulsating/flashing light flying fast and low over Saanich Inlet on Vancouver Island,6/25/20
5/01/2020 5:26,Peralta,NM,Changing,1 minute,Pin point of light turns into large disk of ligtht. ((NUFORC Note: Flare from an Iridium satellite?? PD)),6/25/20
5/01/2020 5:15,Draper,UT,Light,ABT 10Min,"Parade of lights high altitude, evenly spaced, no variation from the first to the last that I saw. ((Starlink satellites?))",6/25/20
5/01/2020 5:03,Jacksonn,MI,Disk,,"30 or more flashing stars or orange, white, and yellow in the sky, one giant and low flash to the lower East. ((Starlink satellites?))",6/25/20
5/01/2020 4:38,Jonesboro,AR,,,MADAR Node 143,6/25/20
5/01/2020 4:15,Seattle,WA,Light,20 minutes,Weird lights high up in the sky flying in a straight line formation. ((Starlink satellites?)),6/25/20
5/01/2020 4:00,Central Point,OR,Circle,3 minutes,"I went outside with my dog and was looking at the big Dipper when I noticed a bright, circular white light. It was moving across the ni",6/25/20
5/01/2020 3:15,Cudjoe Key,FL,Flash,Few seconds each,Reddish streak that traveled west to east then same streak a few seconds later reappeared traveling opposite direction at a high apeed,6/25/20
5/01/2020 3:00,Rochester,NY,Sphere,At least 3 hours,White glowing sphere hovering for at least 3 hours around Rochester Airport around 3am,6/25/20
5/01/2020 2:38,Newburgh Heights,OH,Teardrop,One minute,my dog was barking and wanted to go out. It it not ususal that he would do that at 2:30 in the morning. Just noticed next day while re,6/25/20
5/01/2020 2:30,Corpus Christi,TX,Formation,2 minutes,two sightings in less than four days,6/25/20
5/01/2020 2:30,Courtenay (Canada),BC,Diamond,30 minutes,"N. sky 30-35 degrees, stationary, flashing green, blue, red, orange, yellow, white diamond shape, bigger-smaller in 1/2 hour.",6/25/20
5/01/2020 2:00,Esfehan (Iran),,Fireball,30 minutes,Strange pulsating bright lite in the sky. ((NUFORC Note: Possible sighting of Venus?? PD)),5/15/20
5/01/2020 1:00,Bremerton,WA,Disk,20 seconds,VLF radio waves forms fast moving circular disk clouds.,6/25/20
5/01/2020 0:04,Mill Creek,OK,Sphere,25 seconds,The Silent Amber Sphere,6/25/20
5/01/2020 0:00,Chatsworth,GA,Unknown,Driving home,Plane like object at tree level,6/25/20
4/12/2020 23:50,Elk River,MN,Light,approx 1 hour,Was driving home towards Elk River from St.Paul area around a quarter to 11pm.We are currently under &quot;Shelter in Place&quot; order,6/25/20
4/12/2020 23:00,Bandon,OR,Fireball,2 minutes,It was 10:00 at night and I Was walking to my tent and notice the stars wear out and looked at one that was glowing brighter then any s,6/25/20
4/12/2020 23:00,Danville,CA,Sphere,10 minutes,Large flashing yellow Orb Triangle.,6/25/20
4/12/2020 22:35,Wellington,FL,Circle,6 seconds,3 big white lights on v shape formation heading south 190. No sound and you can see them through the clouds.,6/25/20
4/12/2020 21:40,Montgomery,TX,Light,5 seconds,Blue orb emitted loud sound and disappeared in five seconds.,6/25/20
4/12/2020 21:30,Universal City,TX,Sphere,15 minutes,"Three hovering, glowing orbs observed in sequence.",6/25/20
4/12/2020 21:13,Emory,TX,Light,25,Objects that looked like a Satellite that moved in a straight line and disappear. About 35 + lights. ((Starlink satellites?)),6/25/20
4/12/2020 21:00,Coronado,CA,Light,5 minutes,Two parallel lights (white) flashed red and white when I waved at the craft.,6/25/20
4/12/2020 21:00,North Bergen,NJ,Unknown,,snake shape bright light,6/25/20
4/12/2020 20:13,Las Vegas,NV,Fireball,2 minutes,Orb like fireballs,6/25/20
4/12/2020 12:00,Montgomery,AL,Sphere,seconds,Fast moving soundless white sphere,6/25/20
4/12/2020 11:26,Whately,MA,,,MADAR Node 67,6/25/20
4/12/2020 11:14,Boise,ID,,,MADAR Node 111,6/25/20
4/12/2020 9:38,Lad Cruces,NM,Circle,32 minutes,((Starlink satellites?)),6/25/20
4/12/2020 7:07,Newington,CT,,,MADAR Node 106,6/25/20
4/12/2020 6:34,Woodbine,GA,,,MADAR Node 154,6/25/20
4/12/2020 5:33,Oregon City,OR,Light,at least 15 minutes,"East to West dozens,one after a other, lined up and at times multiples side to side, grid pattern. ((Starlink satellites?))",6/25/20
4/12/2020 5:30,Graham,WA,Other,5-6 minutes,Taking dog outside. Looked up and saw a long line of single almost evenly spaced bright white lights moving across the sky. No sound. N,6/25/20
4/12/2020 5:20,Ferndale,WA,Light,15 minutes,Line of lights (like satellites but many!) ((Starlink satellites?)),6/25/20
4/12/2020 5:15,Longview,WA,Unknown,30 minutes,Long period of flashing lights traveling in a signle file line formation. ((Starlink satellites?)),6/25/20
4/12/2020 5:00,Cloverdale,OR,Circle,30 minw,"50 Moving Lights over the ocean at Cape Kiwanda, OR. ((Starlink satellites?))",6/25/20
4/12/2020 5:00,Surrey (Canada),BC,Circle,15 minutes,I noticed at first 3 lights flying above me at slow speed. Then i noticed 8 more behind them. ((Starlink satellites?)),6/25/20
4/12/2020 5:00,Canby,OR,Formation,5:57,Fleet of 39+ Flying White Dot's. ((Starlink satellites?)),6/25/20
4/12/2020 4:30,Eigene,OR,Formation,1 hr,4:30 AM I observed what I thought a satelite. I watched it cross the sky at satelite pace; traveling NW to SE. ((Starlink satellites?)),6/25/20
4/12/2020 2:45,Oakley,UT,Light,30 seconds,Bright light shined in bedroom window illuminating the room removing shadows before shrinking to a single point and disappearing.,6/25/20
4/12/2020 2:00,Miami,FL,Changing,30 secconds,Red-Orange fireball over Miami,6/25/20
4/12/2020 1:00,Phoenix,AZ,Other,5-7 minutes,Star looking ufo in sky starts to move then dim out and get brighter,6/25/20
4/11/2020 22:30,Perth Amboy,NJ,Light,30min,"The object was bright white at times stem like branches, object moved in various vertical and horizontal movements very slow.",6/25/20
4/11/2020 22:15,Rincon,GA,Cylinder,1 minute,We saw 2 cylindrical objects move through the sky in an odd manner. It could not have been a plane or a comet.,6/25/20
4/11/2020 22:00,Wilmington,OH,Sphere,5-7 minutes,"Went outside to look at a plane flying over our area we had been tracking on a flight radar app, caught eye ((Starlink satellites?))",6/25/20
4/11/2020 22:00,Ellington,CT,Light,5-10 minutes,30+ lights moving in formation moving across Ellington sky!,6/25/20
4/11/2020 22:00,Malden,MA,Circle,1 hour,I see and film rotating circular lights out through my window towards the South East horizon.,6/25/20
4/11/2020 22:00,Oxford,OH,Light,15 min,Light moving. ((Starlink satellites?)),6/25/20
4/11/2020 21:30,Kennewick,WA,Circle,5 seconds,Two objects chasing each other around night sky,5/07/2020
4/11/2020 21:20,Vancouver,WA,Unknown,multiple days,"Strange light above washington that doesn't move at all, ((NUFORC Note: Venus?? PD))",6/25/20
4/11/2020 21:09,Quakertown,PA,Circle,54,Same as previous report second sighting of same object,6/25/20
4/11/2020 21:05,Hanceville,AL,Light,5,"13 lights, straight trajectory, 30 sec apart, then disappeared. ((Starlink satellites?))",6/25/20
4/11/2020 20:30,Ansonia,CT,Cigar,30min,"Sigle line formation one by one going towar the same directions, after zig zag formation. After desapear",6/25/20
4/11/2020 20:28,Las Vegas,NV,Oval,Still happening,This is my 3rd report. It’s been in the sky for 5 days now and I’ve had no contact or confirmation from any of ur staff. I have binocul,6/25/20
4/11/2020 20:25,Natick,MA,Light,5 minutes,16 lights (like stars) making a line flying over Natick Massachusetts ((Starlink satellites?)),6/25/20
4/11/2020 20:15,Bourne,MA,Light,10 minutes,Series of lights moving west to east over cape cod. ((Starlink satellites?)),6/25/20
4/11/2020 20:00,Junction City,OR,Sphere,45 minutes,"Looked metallic gray and was tilted at about a 45 degree angle, bottom visible. ((NUFORC Note: Possibly Sirius?? PD))",6/25/20
4/11/2020 16:00,Medford,OR,Oval,30 minutes,"Pinkish reddish, shape was oval, hovered",6/25/20
4/11/2020 13:09,Littlerock,CA,,,MADAR Node 56,6/25/20
4/11/2020 10:04,Monroe township,NJ,Circle,3 hours,There was an inner red light with a larger outer blue light that was much taller,6/25/20
4/11/2020 9:45,Spiceland,IN,Light,30 mins,Lights crossing the night sky one after another... Then disappearing. All in a straight line. ((Starlink satellites?)),6/25/20
4/11/2020 9:15,Byron,NY,Light,2 minutes,Watch 1 object move drifrent directions at a speed that no air craft could possibly do.,6/25/20
4/11/2020 1:30,SÃO PAULO (Brazil),,Light,30 MINUTES,Two vertical red lights in São Paulo city centre with explosive sound,6/25/20
4/11/2020 0:58,Frackville,PA,Cigar,3-3 1/2,This was the best encounter.,6/25/20
4/11/2020 0:30,Patterson,AR,Circle,3 minutes,"Saw five round crafts, six lights on bottom and one red light on center of bottom.",6/25/20
4/11/2020 0:07,Woodland,CA,Circle,45-1hr,Ring camera caught object hovering and flying away.,6/25/20
4/11/2020,,,,,Bright orange air craft flying in a V and then a t shape pattern as they joined up and flew quickly out of my range.,5/01/2020
4/10/2020 23:15,Pleasant City,OH,Light,>1 hour,Bright Stationary light seen that last for over an hour. ((Venus?)),6/25/20
4/10/2020 23:00,Clifton Heights,PA,Light,30 minutes,Strange clusters of hovering white lights sometimes 3-5 of them seen nightly in the sky in Delaware County PA,6/25/20
4/10/2020 22:50,Vukovar (Croatia),,Light,2 minutes,"10.4.2020 I went smoke outside then I saw light on the sky above Vukovar. At first light had weak shine and it was moving, when it reac",5/07/2020
4/10/2020 22:20,Portland,,Light,90 seconds,"2 lights (white with slight amber pulses) moving swiftly, turning suddenly and sharp. In sw sky in Portland Oregon",5/15/20
4/10/2020 22:15,Clifton park,NY,Circle,2 hours,Bright circle hovering over Clifton park. ((NUFORC Note: Possibly Venus?? PD)),6/25/20
4/10/2020 22:00,Rocky Hill,CT,Circle,45 min,"noticed large circular object in sky at 22:00 hrs was stationary. round, spikes with white lights around bottom. upper part like two",6/25/20
4/10/2020 22:00,Toronto (Canada),ON,Light,15 min,Saw multiple (15) lights following eachother on the same trajectory. ((Starlink satellites)),6/25/20
4/10/2020 22:00,Reading,PA,Circle,1.5 hours,"Tonight I saw a bright light or cluster of bright lights hover for over an hour silently at about 2,000 feet above the city below our m",6/25/20
4/10/2020 22:00,rocky hill,CT,Circle,45 min,"noticed large circular object in sky at 22:00 hrs was stationary. round, spikes with white lights around bottom.",5/15/20
4/10/2020 21:38,Bend,OR,Unknown,30 min,"I've never been a believer, but maybe… ((Starlink satellites))",6/25/20
4/10/2020 21:35,Twentynine Palms,CA,Light,5 mins,"About 10mi southeast of Marine base, two lights(UFO) slowly alternating red, green. White lights were coming down like spot lights. No",6/25/20
4/10/2020 21:30,London (Canada),ON,Circle,15 minutes,They followed in formation. ((Starlink satellites)),5/15/20
4/10/2020 21:30,Mayflower,AR,Light,30 min,There were a string of disappearing lights. ((Starlink satellites)),5/15/20
4/10/2020 21:30,Stockbridge,MA,Light,five miniutes,Fifteen lights seen at same time. ((Starlink satellites?)),6/25/20
4/10/2020 21:30,madison,CT,Light,5 minutes,multiple repeated lights like aircraft or satellites on same pathway. ((Star;oml satellites)),5/07/2020
4/10/2020 21:30,Madison,CT,Light,5 minutes,"multiple repeated lights like aircraft or satellites on same pathway, ((Starlink satellites))",6/25/20
4/10/2020 21:20,Bellwood,PA,Light,10 min,line of lights in sky over central pennsylvania ((Star;oml satellites)),5/07/2020
4/10/2020 21:15,Hamilton (Canada),ON,Light,10 minutes,Convoy traveling across the sky. ((Starlink satellites)),6/25/20
4/10/2020 21:15,Ashburn,VA,Light,15 minutes,"many small bright dots flying in a line with a same distance from each other, disappearing isame location. ((Starlink satellites))",6/25/20
4/10/2020 21:00,Watervliet,NY,Circle,20 minutes,Several flying objects observed in Albany county,6/25/20
4/10/2020 21:00,Shady Side,MD,Light,20 minutes,20 bright light Objects traveling high in the sky then disappearing in the handle of the Big Dipper. ((Starlink satellites)),6/25/20
4/10/2020 21:00,Norwalk,CT,Unknown,40 minutes,Yellow orange lights moving in the sky of Connecticut USA,6/25/20
4/10/2020 21:00,Cardiff,CA,Sphere,3 hours,There were 3 glowing objects in the sky bouncing around for about 3 hours.,5/15/20
4/10/2020 10:15,Dubach,LA,Light,3 minutes,I saw a string of lights in the sky with a bright light pulsing down the line fly from 100ft away to over horizon in seconds.,6/25/20
4/10/2020 9:00,Silver Spring,MD,Oval,20 minutes,My friend and I watch them for about 20 minutes. they would go across the sky and uniform spacing. ((Starlink satellites?)),6/25/20
4/10/2020 6:32,St. Louis,MO,,,MADAR Node 70,6/25/20
4/10/2020 6:30,Pflugerville,TX,Triangle,5 minutes,"Large craft lights made it appear triangular, with a opening another craft entered the opening and closed, then was gone.",5/07/2020
4/10/2020 6:05,Stanwood,WA,Light,9 mins,20 plus dots of light moving rapidly south In the early morning before dawn sky. ((Starlink satellites)),5/07/2020
4/10/2020 5:45,Seattle,WA,Circle,2 minutes,"It was a clear early morning. Saw Jupiter, Mars and Saturn in the South East. ((Starlink satellites))",5/07/2020
4/10/2020 5:30,Arlington,WA,Light,20 minutes,14 bright lights flying in trail. ((Starlink satellites)),5/07/2020
4/10/2020 1:20,Louisville,KY,Light,30 seconds,No structure just a silent ball of light.,6/25/20
4/10/2020 0:00,Langenfeld (Germany),,Other,20 minutes,"At around 22:21 I saw a light in the shape of like a star,, however I thought plain at first but then it zig zagd ((Venus??))",5/07/2020
4/10/2020 0:00,Boaz,AL,Other,>30 minutes,"These Orbs had Green lights and White blinking lights.They moved and hovered!They were at approx 30,000 feet high moving from East to W",5/01/2020
4/10/2020,Indian Rocks Beach,FL,Light,1 hour,Watched a light hover way above night sky that swayed and dimmed in and out many times. Too high for a drone and longer than a drone wo,6/25/20
4/09/2020 22:45,Temple,NH,Light,15 minutes,"I was looking out the window, towards Pack Monadnock mountain, and I saw a bright light low, thru the trees. I had my lower strength g",5/07/2020
4/09/2020 22:44,bronx,NY,Light,20 Minutes,A star like bright object in the sky that did not move for 20 minuets,5/07/2020
4/09/2020 22:30,Hartford,CT,Light,30 minutes,"It was a clear night in April, around 10:30PM. I saw a bright white “star like” thing in the sky. It was NOT moving.",6/25/20
4/09/2020 21:45,Helena,MT,Formation,15 minutes,"I saw the ISS then looked further west and noticed four lights, about the intensity of stars, moving N to S. ((Starlink satellites))",5/07/2020
4/09/2020 21:25,Emmetsburg,IA,Other,20 seconds,Two lights at even distance,5/07/2020
4/09/2020 21:20,Waterloo,IA,Light,15 minutes,While looking towards North sky spotted small starlike light moving from west to east. ((Starlink satellites)),5/07/2020
4/09/2020 21:15,Auora,IL,Light,20 minutes,28 in line lights evacuating from Orion's Belt. ((Starlink satellites)),5/07/2020
4/09/2020 21:11,Lake Mills,WI,Other,2 hours,Spacecraft Working Venus,6/25/20
4/09/2020 21:00,Davenport,WA,Circle,0.3,Bright target shaped object over “lake Rosevelt”,6/25/20
4/09/2020 21:00,Buenos Aires (Argentina),,Cross,2 / 3 minutes,Winged cylinder-shaped like a cross in the dark night no lights,5/07/2020
4/09/2020 21:00,Rochester,MN,Rectangle,20 minutes,Brilliant white light. ((Venus)),5/07/2020
4/09/2020 21:00,Canton,OH,Circle,1-2 hrs,Two bright orbs in sky. Flickering lights. No movement or sound . ((Venus??)),5/07/2020
4/09/2020 20:50,Roseville,CA,Light,10 min,Me & my GF seen the lights in sky 8 of them there was no light beam shinning from ground ((Starlink satellites)),5/07/2020
4/09/2020 20:50,Portland,OR,Light,20 seconds,A light. Moved in a non known manner,5/07/2020
4/09/2020 20:00,Seattle Queene Anne,WA,Sphere,30 minutes,"It was very bright, like a UFO, and flashing, and definitely bigger than a star. We noticed some red flashes around the white glowing l",5/07/2020
4/09/2020 19:45,New York City,NY,Light,3 minutes,Incredible speed and amount of light projected from the object was astounding.,11/05/2020
4/09/2020 17:20,Tewantin (Queensland)(Australia),,Light,30 seconds,15-25lights very high altitude in one line formation with one hanging back looked liked a train in the sky (Starlink satellites?),9/04/2020
4/09/2020 17:00,Shallotte,NC,Cigar,20 seconds,((NUFORC Note: Source of report provides no information. PD))((anonymous)),5/01/2020
4/09/2020 16:00,North Stonington,CT,Sphere,3 hours,((HOAX??)) going to take out the garbage saw the ball of light flying towards me I ran back inside I thought I was going to be abducted,4/09/2020
4/09/2020 15:40,Anacortes,WA,Cylinder,15 seconds,Today I was laying flat on my back in my backyard practicing some breathing exercises and watching the thin wispy clouds blow with the,6/25/20
4/09/2020 11:00,Powell River (Canada),BC,Disk,3 minutes,Observed two glimmering craft over Powell River that faded and disappeared as a Coast Guard or military aircraft approached.,6/25/20
4/09/2020 10:15,54.690 163.771,AK,Changing,8 minutes,REPORT FROM ((name deleted)) 5-29-20 DATE OF OCCURRENCE 4-9-20 SIGHTING FROM AIRCRAFT: PA-31 NAVAJO DESCRIPT,6/25/20
4/09/2020 8:40,Las Vegas,NV,Oval,Now,It’s here again for the 3rd damned night. I filed a previous report. ((NUFORC Note: Venus?? PD)),5/07/2020
4/09/2020 5:00,Prattville,AL,Sphere,5 minutes,"Two friends and I were out riding a few dirt roads near my house and looked up to see what appeared to be a partial rainbow in the sky,",6/25/20
4/09/2020 2:00,Salt Lake City,UT,Light,1 second,Both myself and my boyfriend were looking over the security camera tape minutes after the light was caught on our surveillance camera.,4/09/2020
4/09/2020 1:00,Ludlow (area),MA,Unknown,>30 minutes,"I saw a UFO with flashing red and green lights, with no aircraft or towers nearby so it could only be a UFO, appeared to be moving too.",4/09/2020
4/09/2020 0:00,Saskatoon (Canada),SK,Changing,&gt;10 seconds,"Black ufo appears in sky after loud bang, and disappears after flying into a bright red shimmering portal.",6/25/20
